Country;Charter type code;Organisation Name;Erasmus code;Street;Postcode;City
FR;EUCX;INSTITUT REGIONAL DU TRAVAIL SOCIAL DE LORRAINE;F  NANCY21;41 avenue de la Liberte, Le Ban Saint Martin, CS 50029;57063;METZ CEDEX 2
FR;EUCP;INSTITUTS DE FORMATION EN SOINS INFIRMIERS CHRMETZ-THIONVILLE;F  METZ33;28-32 RUE DU 20ÈME CORPS AMÉRICAIN;57019 ;METZ-CEDEX
FR;EUC;OBSERVATOIRE DE PARIS;F  PARIS368;OBSERVATOIRE DE PARIS-MEUDON;92195;MEUDON CEDEX
FR;EUCP;EPLEFPA HAUTE-CORRÈZE;F  CLERMON43;RUE DE L'ÉCOLE FORESTIÈRE;19250;MEYMAC
UK;EUCX;CLEVELAND COLLEGE OF ART AND DESIGN ;UK MIDDLES03;Green Lane, Linthorpe;TS5 7RJ;Middlesbrough
UK;EUCX;TEESSIDE UNIVERSITY;UK MIDDLES01;Dept. of Academic Entreprise, University of Teesside;TS1 3BA;MIDDLESBROUGH
UK;EUCX;BRUNEL UNIVERSITY ;UK UXBRIDG01;UXBRIDGE;UB8 3PH;MIDDLESEX
FI;EUCX;MIKKELIN AMMATTIKORKEAKOULU OY;SF MIKKELI06;Patteristonkatu 3;50100;Mikkeli
IT;EUCX;SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI - DIPARTIMENTO DI LINGUE DI SCUOLE CIVICHE DI MILANO FdP;I  MILANO14;Via Alex Visconti, 18;20151;MILAN
IT;EUCX;SCUOLA SUPERIORE PER INTERPRETI E TRADUTTORI;I  MILANO12;via Simone Martini detto Memmi/ 23;20143;Milan
IT;EUCX;LIBERA UNIVERSITA' DI LINGUE E COMUNICAZIONE IULM;I  MILANO05;Via Carlo Bo, 1;20143;Milan
IT;EUC;IED ISTITUTO EUROPEO DI DESIGN S.P.A.;I  MILANO18;VIA AMATORE SCIESA 4;20135;MILAN
IT;EUCX;ACCADEMIA DI BELLE ARTI DI BRERA;I  MILANO08;VIA FIORI OSCURI 7;20121;MILANO
IT;EUCX;POLITECNICO DI MILANO ;I  MILANO02;Piazza Leonardo da Vinci 32;20133;Milano
IT;EUCX;UNIVERSITÀ CATTOLICA DEL SACRO CUORE - MILANO;I  MILANO03;Via Carducci 28/30;20123;MILANO
IT;EUCX;UNIVERSITÀ DEGLI STUDI DI MILANO ;I  MILANO01;via Festa del Perdono, 7;I-20122;MILANO
IT;EUCX;UNIVERSITA' COMMERCIALE 'LUIGI BOCCONI';I  MILANO04;via Sarfatti 25;20136;Milano
IT;EUCX;NUOVA ACCADEMIA DI BELLE ARTI;I  MILANO11;Via Darwin, 20;20143;Milano
IT;EUCX;UNIVERSITA' VITA-SALUTE SAN RAFFAELE;I  MILANO15;Via Olgettina 58;20132;MILANO
IT;EUCX;UNIVERSITÀ DEGLI STUDI DI MILANO-BICOCCA;I  MILANO16;VIA LIBERO TEMOLO, 4;20126;MILANO
IT;EUCX;CONSERVATORIO DI MUSICA 'G. VERDI' DI MILANO;I  MILANO09;VIA CONSERVATORIO, 12;20122;MILANO
IT;EUCX;"CONSERVATORIO STATALE DI MUSICA ""LUCA MARENZIO"" BRESCIA";I  BRESCIA06;Via Enrico Falck,45;20151;MILANO
FR;EUCP;IFSI-IFAS DU CENTRE HOSPITALIER DE MILLAU;F  MILLAU02;22 BIS RUE DE LA CONDAMINE;12100;MILLAU
UK;EUC;THE OPEN UNIVERSITY;UK MILTO-K01;Offices 6, Walton Hall;MK7 6AA;Milton Keynes
ES;EUCP;FUNDACION INSTITUTO TECNICO INDUSTRIAL DE MIRANDA DE EBRO;E  BURGOS06;CARRETERA DE ORÓN 28;09200;MIRANDA DE EBRO
ES;EUCP;CIFP RÍO EBRO;E  BURGOS08;CTRA DE ORÓN 78 B;09200;MIRANDA DE EBRO
IT;EUCX;SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI SAN PELLEGRINO;I  FORLI01;VIA MASSIMO D'AZEGLIO,8;47843;MISANO ADRIATICO (RN)
FR;EUCP;EPLEFPA EDOUARD HERRIOT DOMAINE DE CIBEINS;F  LYON94;LYCEE AGRICOLE EDOUARD HERRIOT DOMAINE DE CIBEINS AVENUE EDO;01600;MISERIEUX
HU;EUCX;MISKOLCI EGYETEM;HU MISKOLC01;EGYETEMVAROS;3515;MISKOLC
ES;EUCX;IFPS MISLATA;E  VALENCI15;C/ Dolores Ibarruri s/n;46920;Mislata
ES;EUCP;INSTITUTO DE EDUCACIÓN SECUNDARIA NÚMERO 4;E  VALENCI31;C/. SÈQUIA DE FAVARA Nº. 2;46920;MISLATA
FR;EUCP;LYCEE HONORE DE BALZAC MITRY-MORY;F  MELUN06;AVENUE PAUL LANGEVIN;77290;MITRY-MORY
DE;EUCX;HOCHSCHULE MITTWEIDA;D  MITTWEI01;Technikumplatz 17;09648;Mittweida
CZ;EUCX;SKODA AUTO A. S. VYSOKA SKOLA;CZ MLADA01;Václava Klementa 869;293 60;MLADÁ BOLESLAV
IT;EUCX;UNIVERSITA' DEGLI STUDI DI MODENA E REGGIO EMILIA      ;I  MODENA01;VIA UNIVERSITA' 4;41100;MODENA
IT;EUCX;"ISTITUTO MUSICALE ""VECCHI -TONELLI"" DI MODENA E CARPI";I  MODENA04;VIA GOLDONI , 8;41100;MODENA
NO;EUCX;HØGSKOLEN I MOLDE - VITENSKAPELIG HØGSKOLE I LOGISTIKK;N  MOLDE01;Britvegen 2;6410;MOLDE
ES;EUCP;IES CAÑADA DE LAS ERAS;E  MURCIA15;CTRA. CHORRICO S/N.;30500;MOLINA DE SEGURA
ES;EUCP;CENTRO INTEGRADO DE FORMACIÓN Y EXPERIENCIAS AGRARIAS DE MOLINA DE SEGURA;E  MURCIA24;AVENIDA GUTIERREZ MELLADO, 17;30500;MOLINA DE SEGURA - MURCIA
ES;EUCP;IES FRANCISCO DE GOYA;E  MURCIA17;LUCHADOR 77;30500;MOLINA DE SEGURA. MURCIA.
ES;EUCP;IES BERNAT EL FERRER;E  BARCELO82;NUESTRA SENYORA DE LOURDES, 34;08750;MOLINS DE REI - BARCELONA
ES;EUCX;IES  MOLLERUSSA;E  LLEIDA07;Ctra. de Torregrossa, Km 1,9;25230 ;MOLLERUSSA
ES;EUCX;IES GALLECS;E  BARCELO43;Passeig de Cesc Bas, 3;08100;Mollet del Valles
ES;EUCP;INSTITUT D'EDUCACIÓ SECUNDÀRIA MOLLET DEL VALLÈS;E  BARCELO98;BURGOS STREET/ 96;08100;MOLLET DEL VALLÈS
FR;EUCP;LYCEE HENRI MECK;F  STRASBO46;10 RUE HENRI MECK;67120;MOLSHEIM
ES;EUCP;SAN JAIME APOSTOL;E  VALENCI73;7 AUSIAS MARCH, STREET;46113;MONCADA (VALENCIA)
ES;EUCX;MONDRAGON UNIBERTSITATEA;E  MONDRAG01;LORAMENDI, 4;20500;MONDRAGON
ES;EUCX;MONDRAGON GOI ESKOLA POLITEKNIKOA;E  MONDRAG02;LORAMENDI, 4;20500;MONDRAGON
ES;EUCX;IES A PINGUELA;E  LUGO01;Estrada de Sober / S/N;27400;Monforte de Lemos
IT;EUCX;CONSERVATORIO DI MUSICA 'NINO ROTA' - MONOPOLI;I  MONOPOL02;via calatafimi 7;70043;monopoli
BE;EUCX;HAUTE ECOLE DE LA COMMUNAUTE FRANCAISE EN HAINAUT;B  MONS20;2 Boulevard Albert-Elisabeth ;7000;MONS
BE;EUCX;UNIVERSITÉ DE MONS;B  MONS21;20 Place du Parc;7000;MONS
BE;EUCX;HAUTE ECOLE LOUVAIN EN HAINAUT;B  MONS22;CHAUSSÉE DE BINCHE 159;7000;MONS
FR;EUCP;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES DESPIAU;F  PAU21;637 AVENUE DU HOUGA;40000;MONT DE MARSAN
FR;EUCX;INSTITUT UNIVERSITAIRE DE FORMATION DES MAÎTRES DE L'ACADEMIE DE ROUEN;F  MONT-SA01;2, rue du Tronquet;76131;MONT SAINT AIGNAN
FR;EUCX;UNIVERSITÉ DE ROUEN;F  ROUEN01;17 RUE LAVOISIER;76821 ;MONT SAINT AIGNAN CEDEX
FR;EUCX;ROUEN BUSINESS SCHOOL;F  ROUEN09;1 rue du Maréchal Juin - BP 215;76825;Mont Saint Aignan cedex
FR;EUCX;INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN;F  ROUEN06;INSA Rouen, Place Emile Blondel;76131;MONT SAINT AIGNAN CEDEX
FR;EUCP;ISLT INSTITUT SUPÉRIEUR DU TRANSPORT ET DE LA LOGISTIQUE;F  MONTAIG02;3 BIS BD RAYMOND PARAPILLON BP 30359;85603;MONTAIGU
FR;EUCX;EPLEFPA DES PYRÉNÉES ATLANTIQUES;F  PAU19;CHEMIN DE PAU;64121;MONTARDON
FR;EUCX;EGC MONTAUBAN;F  MONTAUB06;61 avenue Gambetta;82000;MONTAUBAN
FR;EUCP;IFSI DU CENTRE HOSPITALIER DE MONTAUBAN;F  MONTAUB09;100 RUE LÉON CLADEL;82000;MONTAUBAN
FR;EUCX;EPLEFPA82;F  MONTAUB08;DOMAINE DE CAPOU - 1915 ROUTE DE BORDEAUX;82000;MONTAUBAN
FR;EUCP;LYCEE CUVIER;F  MONTBEL04;M. CHENET JEAN-MICHEL 1 PLACE MONNET;25200;MONTBELIARD
ES;EUCP;IES LA FERRERIA;E  BARCELO96;PROGRÉS,3 ;08110;MONTCADA I REIXAC ( BARCELONA)
IT;EUCX;"CONSERVATORIO STATALE DI MUSICA ""G.B. PERGOLESI"" - FERMO";I  FERMO01;via F.lli Cervi, 16 ;I-63015;MONTE URANO
IT;EUCX;CONSERVATORIO DI MUSICA 'B. MARCELLO';I  VENEZIA04;Via S.Pellico 15;35036;Montegrotto Terme (PD)
FR;EUCP;LYCÉE ALAIN BORNE;F  MONTELI03;LYCÉE ALAIN BORNE - STS CI - 10, PLACE DU THÉÂTRE;26216;MONTELIMAR
ES;EUCP;IES HERMANOS MACHADO;E  SEVILLA07;VIA FLAMINIA, S/N;41089;MONTEQUINTO - DOS HERMANAS
FR;EUCP;LYCEE FLORA TRISTAN 77130 MONTEREAU;F  EVRY10;12 AVENUE DU 8 MAI 1945;77130;MONTEREAU FAULT YONNE
FR;EUCP;LYCEE DESCARTES MONTIGNY LE BRETONNEUX ;F  MON-L-B01;6, BOULEVARD DESCARTES;78180;MONTIGNY LE BRETONNEUX
FR;EUCP;LYCÉE EMILIE DE BRETEUIL;F  MON-L-B02;03 RUE DU CANAL;78180;MONTIGNY LE BRETONNEUX
FR;EUCP;LYCEE JEAN PREVOST MONTIVILLIERS;F  MONTIVI01;1 AVENUE JEAN-PRÉVOST;76290;MONTIVILLIERS
FR;EUCP;IFAG MONTLUCON;F  MONTLUC03;13, BOULEVARD CARNOT;03100;MONTLUCON
FR;EUCP;LYCÉE PAUL CONSTANS;F  MONTLUC01;RUE CHRISTOPHE THIVRIER;03100;MONTLUÇON
FR;EUCX;UNIVERSITE MONTPELLIER 2 SCIENCES ET TECHNIQUES;F  MONTPEL02;Place Eugène Bataillon;34095;MONTPELLIER
FR;EUCX;UNIVERSITE MONTPELLIER I ;F  MONTPEL01;Espace Richter - Rue Vendémiaire CS - 29555;37961   CEDEX 2;MONTPELLIER
FR;EUCX;LYCEE JEAN MONNET                                                                                                       ;F  MONTPEL36;BP 7045 Rue de Malbosc;34088 ;MONTPELLIER
FR;EUCX;INSTITUT AGRONOMIQUE MEDITERRANEEN DE MONTPELLIER;F  MONTPEL30;3191, Route de Mende;34093;MONTPELLIER
FR;EUCX;LYCEE JEAN MERMOZ;F  MONTPEL06;192 avenue Major  Flandre;34090;Montpellier
FR;EUCX;ECOLE SUPERIEURE DES BEAUX ARTS DE MONTPELLIER AGGLOMERATION;F  MONTPEL48;130, Rue Yehudi Menuhin;34000;Montpellier
FR;EUCP;LYCÉE JULES GUESDE;F  MONTPEL51;110 AVENUE DE LODÈVE CS 89004;34060;MONTPELLIER
FR;EUCX;LYCEE GEORGES FRECHE;F  MONTPEL52;LYCEE GEORGES FRECHE - ODYSSEUM;34000;MONTPELLIER
FR;EUCP;LYCEE PRIVÉ POLYVALENT NEVERS;F  MONTPEL53;18 RUE DE LA GARENNE;34090;MONTPELLIER
FR;EUCX;CENTRE INTERNATIONAL D'ETUDES SUPERIEURES EN SCIENCES AGRONOMIQUES DE MONTPELLIER - SUPAGRO;F  MONTPEL10;2, Place Pierre Viala;F 34060;MONTPELLIER CEDEX 01
FR;EUCX;ecole nationale superieure d'architecture de Montpellier ENSAM;F  MONTPEL14;179, rue de l'Esperou;34 093 ;Montpellier cedex 05
FR;EUCX;"LYCEE JULES FERRY ""LA COLLINE""";F  MONTPEL44;270 avenue de la Colline - CS 70013;34077;MONTPELLIER CEDEX 3
FR;EUCX;ECOLE SUPERIEURE DE COMMERCE DE MONTPELLIER;F  MONTPEL13;2300, Avenue des Moulins;34185;Montpellier Cedex 4
FR;EUCX;ECOLE NATIONALE SUPERIEURE DE CHIMIE DE MONTPELLIER;F  MONTPEL08;8 rue de l'Ecole Normale;34296;MONTPELLIER CEDEX 5
FR;EUCX;UNIVERSITE PAUL VALERY (MONTPELLIER III);F  MONTPEL03;Route de Mende;34199;MONTPELLIER CEDEX 5
FR;EUCX;INSTITUT UNIVERSITAIRE DE FORMATION DES MAITRES DE L'ACADEMIE DE MONTPELLIER  ;F  MONTPEL12;2 place Marcel Godechot BP 4152;34092;Montpellier cedex 5
FR;EUCX;IDRAC MONTPELLIER;F  MONTPEL39;499 RUE DE LA CROIX VERTE / PARC EUROMEDECINE;34196;MONTPELLIER CEDEX 5
FR;EUCP;LYCÉE JEAN JAURES;F  MONTREU01;1 RUE DOMBASLE;93 100;MONTREUIL
FR;EUCX;Institut de Travail Social et de Recherche Sociale ;F  MONTROU02;1, r. du 11 Novembre;92120;MONTROUGE
FR;EUCP;LYCEE LA VALLÉE DU CAILLY;F  ROUEN31;7, SENTE PRUNIER;76130;MONT-SAINT-AIGNAN
ES;EUCP;COLEGIO SANTO DOMINGO SAVIO;E  HUESCA13;Pº SAN JUAN BOSCO 83;22400;MONZON
ES;EUCP;IES JOSÉ MOR DE FUENTES;E  HUESCA08;AV. PUEYO 89;22400;MONZÓN
ES;EUCP;IES HERMANOS ARGENSOLA;E  HUESCA14;C/CABAÑERA,1,1º A;22400;MONZÓN
ES;EUCP;IES VALLE DE ALLER;E  OVIEDO20;AVDA. SOTIELLO S/N;33670;MOREDA DE ALLER
FR;EUCP;LYCÉE CLAUDE LEBOIS;F  ST-CHAM01;6, CHEMIN DU LAVOIR;69440;MORNANT
DE;EUCX;BERUFSAKADEMIE MOSBACH STAATLICHE STUDIENAKADEMIE;D  MOSBACH01;Lohrtalweg 10;74821;Mosbach
ES;EUCP;IES FELIPE TRIGO;E  MADRID104;PINTOR VELAZQUEZ, 66;28935;MOSTOLES
ES;EUCP;INSTITUTO DE EDUCACIÓN SECUNDARIA ‘LOS ROSALES’;E  MADRID115;FERNANDO III, 62;28670;MÓSTOLES
ES;EUCP;IES ANTONIO DE NEBRIJA;E  MADRID80;AVDA. DE LA ONU, 81-83;28936;MOSTOLES - MADRID
ES;EUCX;INSTITUTO DE ENSEÑANZA SECUNDARIA BENJAMIN RUA;E  MADRID44;TULIPAN 1;28933;MOSTOLES (MADRID)
ES;EUCP;CIFP. ESCUELA DE HOSTELERIA Y TURISMO SIMONE ORTEGA;E  MADRID145;C/PINTOR VELÁZQUEZ Nº 64;28935;MÓSTOLES (MADRID)
ES;EUCX;I.E.S. LUIS BUÑUEL;E  MADRID85;C/ ORQUÍDEA, 1;28933;MÓSTOLES (MADRID) 
ES;EUCX;UNIVERSIDAD REY JUAN CARLOS;E  MADRID26;C/ TULIPAN S/N, ;28933;MOSTOLES, MADRID
ES;EUCP;IES JULIÁN ZARCO;E  CUENCA08;C/ DON SABINO, 1;16630;MOTA DEL CUERVO
UK;EUC;MOTHERWELL COLLEGE;UK MOTHERW01;DALZELL DRIVE;ML1 2DD;MOTHERWELL
ES;EUCP;I.E.S. LA ZAFRA;E  GRANADA16;C/VICENTE ALEIXANDRE, 6;18600;MOTRIL
IT;EUCX;CONSERVATORIO DI MUSICA TITO SCHIPA DI LECCE;I  LECCE03;VIA NENNI 15;20086;MOTTA VISCONTI (MI)
FR;EUC;IDRAC NICE;F  NICE38;FONT DE L'ORME - 1200, AV DOCTEUR M.DONAT;06250;MOUGINS
FR;EUCP;LYCEE ANNA RODIER;F  MOULINS06;39 COURS JEAN JAURES;03000;MOULINS
FR;EUCP;IRFSS AUVERGNE;F  MOULINS07;20 RUE DU VERT GALANT;03000;MOULINS
MT;EUCX;UNIVERSITA' TA'MALTA;MT MALTA01;Administration Bldg, Room 219 ;MSD 2080;Msida
DE;EUCX;TECHNISCHE UNIVERSITAET MUENCHEN ;D  MUNCHEN02;Arcisstr. 21;80333 ;Muenchen
DE;EUCX;HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FH MÜNCHEN;D  MUNCHEN06;Lothstrasse 34;80335;Muenchen
DE;EUCX;LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN;D  MUNCHEN01;Geschwister-Scholl-Platz 1;80539;Muenchen
DE;EUCX;FACHAKADEMIE FUER FREMDSPRACHENBERUFE DES FREMDSPRACHENINSTITUTS DER LANDESHAUPTSTADT MÜNCHEN;D  MUNCHEN13;Amalienstr. 36;80799;Muenchen
DE;EUCX;FACHHOCHSCHULE MUENSTER ;D  MUNSTER02;Huefferstr. 27;48149;MUENSTER
DE;EUC;KUNSTAKADEMIE MÜNSTER - HOCHSCHULE FÜR BILDENDE KÜNSTE;D  MUNSTER05;Leonardo-Campus 2;48149;Muenster
TR;EUCX;MUĞLA  SITKI KOÇMAN ÜNİVERSİTESİ;TR MUGLA01;Mugla Sitki Koçman Universitesi  Rektorlugu, Kotekli Yerlesk;48000;Mugla
ES;EUCP;IES RIBERA DE LOS MOLINOS;E  MURCIA29;RIBERA MOLINOS S/N;30170;MULA
DE;EUCX;HOCHSCHULE RUHR WEST (HRW);D  MULHEIM01;MELLINGHOFER STRASSE 55, GEBÄUDE 35;45473;MÜLHEIM AN DER RUHR
FR;EUCX;INSTITUT SUPERIEUR SOCIAL DE MULHOUSE;F  MULHOUS08;4 rue Schlumberger;68200;MULHOUSE
FR;EUCP;LYCEE JEANNE D'ARC;F  MULHOUS15;69 RUE DE VERDUN;68100;MULHOUSE
FR;EUCX;CENTRE DE FORMATION D'EDUCATEURS DE JEUNES ENFANTS;F  MULHOUS18;22, AVENUE KENNEDY;68200;MULHOUSE
FR;EUCX;UNIVERSITE DE HAUTE-ALSACE;F  MULHOUS01;2 rue des frères Lumière;68093 ;Mulhouse cedex
FR;EUCX;LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE ALBERT SCHWEITZER ;F  MULHOUS03;8, BLD DE LA MARNE BP 2269;68068;MULHOUSE CEDEX
FR;EUCX;LYCÉE LAVOISIER MULHOUSE;F  MULHOUS17;42 RUE LAVOISIER BP 52056;68059 ;MULHOUSE CEDEX
FR;EUCX;LEGT MICHEL DE MONTAIGNE ;F  MULHOUS09;5 RUE DE METZ;68090;MULHOUSE CEDEX 9
DE;EUCX;AKADEMIE DER BILDENDEN KÜNSTE MÜNCHEN;D  MUNCHEN04;AKADEMIESTR. 2-4;80799;MÜNCHEN
DE;EUCX;SPRACHEN & DOLMETSCHER INSTITUT MÜNCHEN (SDI);D  MUNCHEN11;Amalienstrasse 73;80799;MÜNCHEN
DE;EUC;HOCHSCHULE FÜR MUSIK UND THEATER MÜNCHEN;D  MUNCHEN03;Arcisstrasse 12;D-80333;MÜNCHEN
DE;EUCX;MUNICH BUSINESS SCHOOL ;D  MUNCHEN12;ELSENHEIMERSTR. 61;80687;MÜNCHEN
DE;EUCX;HOCHSCHULE FÜR FERNSEHEN UND FILM MÜNCHEN;D  MUNCHEN05;Bernd-Eichinger-Platz;80333;MÜNCHEN
DE;EUCX;KATHOLISCHE STIFTUNGSFACHHOCHSCHULE MÜNCHEN - ABT. BENEDIKTBEUERN UND MÜNCHEN;D  MUNCHEN07;Preysingstr. 83;81667 München ;MÜNCHEN 
DE;EUCX;WESTFAELISCHE WILHELMS-UNIVERSITAET MUENSTER;D  MUNSTER01;Schlossplatz 2a;48149;MÜNSTER
ES;EUCX;UNIVERSIDAD DE MURCIA ;E  MURCIA01;edificio Rector Soler, Campus de Espinardo;30071;Murcia
ES;EUC;"CONSERVATORIO SUPERIOR DE MÚSICA DE MURCIA ""MANUEL MASSOTTI LITTEL""";E  MURCIA02;C/ Alcalde Gaspar de la Peña, nr. 9;30004;MURCIA
ES;EUCX;UNIVERSIDAD CATOLICA SAN ANTONIO DE MURCIA;E  MURCIA05;Avenida de Los Jeronimos, s/n;30.107. GUADALUPE;Murcia
ES;EUCX;ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE MURCIA-EASD MURCIA;E  MURCIA06;PLAZA PINTOR INOCENCIO MEDINA VERA S/N;30007;MURCIA
ES;EUCP;IES LA FLOTA;E  MURCIA12;PASEO CIENTÍFICO GABRIEL CISCAR.Nº 1;30007;MURCIA
ES;EUCX;ESCUELA SUPERIOR DE ARTE DRAMÁTICO;E  MURCIA25;PLAZA APÓSTOLES 2;30001;MURCIA
ES;EUCP;INSTITUTO DE ENSEÑANZA SECUNDARIA (IES) INGENIERO DE LA CIERVA;E  MURCIA26;CALLE LA IGLESIA S/N;30012;MURCIA
ES;EUCP;INSTITUTO DE EDUCACION SECUNDARIA JUAN  CARLOS I (IES JCI);E  MURCIA34;CALLE REINA SOFIA / 1;30007;MURCIA
ES;EUCP;"INSTITUTO EDUCACION SECUNDARIA ""RAMON Y CAJAL""";E  MURCIA36;RAMON GAYA, 7. LOS GARRES;30158;MURCIA
ES;EUCX;COLEGIO PARRA;E  MURCIA37;"CEUTA; Nº1";30.006 ;MURCIA
ES;EUCP;I.E.S. MIGUEL DE CERVANTES;E  MURCIA42;AVDA. MIGUEL DE CERVANTES, 3;30009;MURCIA
ES;EUCX;ESCUELA SUPERIOR DE DISEÑO DE LA REGIÓN DE MURCIA;E  MURCIA41;AVDA SANTIAGO Nº 3;30007;MURCIA
TR;EUCX;MUS ALPARSLAN UNIVERSITESI;TR MUS01;MUS ALPARSLAN UNIVERSITESI REKTOR YARDIMCISI;49100;MUS
ES;EUCX;CENTRO DE FORMACION SOMORROSTRO;E  BILBAO37;San Juan, 10;48550 ;Muskiz
ES;EUCX;MUTRIKUKO INSTITUTUA;E  SAN-SEB31;ESKOLAGUNEA ZG;20830;MUTRIKU. BASQUE COUNTRY
PL;EUCX;Gornoslaska Wyzsza Szkola Pedagogiczna im. kard. A. Hlonda;PL MYSLOWI01;Powstancow 19;41-400;Myslowice
GR;EUCX;ΠΑΝΕΠΙΣΗΜΙΟ ΑΙΓΑΙΟΥ - PANEPISTIMIO EGEOU;G  ATHINE41;UNIVERSITY HILL-ADMINISTRATION BUILDING;81100;MYTILINI
ES;EUCP;IES REY DON GARCIA;E  LOGRONO10;C/ SAN LAZARO S/N;26300;NAJERA
SI;EUCX;BIOTEHNIŠKI CENTER NAKLO;SI NAKLO01;STRAHINJ 99;4202;NAKLO
BE;EUCX;FACULTES UNIVERSITAIRES NOTRE-DAME DE LA PAIX;B  NAMUR01;Rue de Bruxelles, 61;5000;Namur
BE;EUCX;HAUTE ECOLE ALBERT JACQUARD;B  NAMUR11;Square Masson 1/1er étage;5000;Namur
BE;EUC;IMEP NAMUR;B  NAMUR13;RUE JUPPIN, 28;5000;NAMUR
BE;EUCP;LA HAUTE ECOLE DE LA PROVINCE DE NAMUR (HEPN);B  NAMUR14;CAMPUS PROVINCIAL - RUE HENRI BLÈS 188-190;5000;NAMUR
BE;EUCX;HAUTE ECOLE DE NAMUR-LIÈGE-LUXEMBOURG;B  NAMUR15 ;130, RUE SAINT DONAT ;5002;NAMUR
FR;EUCP;LEGTA EDGAR FAURE;F  MONTMOR02;16 RUE DE BEAUMONT;39140;NANCE
FR;EUCX;E.N.S.A. ECOLE NATIONALE SUPERIEURE D'ART DE NANCY;F  NANCY12;1 AVENUE BOFFRAND;54000;NANCY
FR;EUCX;ICN ECOLE DE MANAGEMENT;F  NANCY37;13 rue M. Ney;54000;NANCY
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NANCY;F  NANCY38;2 rue Bastien Lepage;54000;Nancy
FR;EUCX;ÉCOLE RÉGIONALE D'INFIRMIERS DE BLOC OPÉRATOIRE;F  NANCY39;CO 60034  5 RUE GEORGES DE LA TOUR;54035;NANCY
FR;EUCP;LYCÉE DES MÉTIERS DU BÂTIMENT ET DE L'ÉNERGIE EMMANUEL HÉRÉ;F  NANCY42;182 RUE JEANNE D'ARC;54000;NANCY
FR;EUCP;INSTITUT DE FORMATION EN ERGOTHÉRAPIE LORRAINE CHAMPAGNE ARDENNE;F  NANCY44;4, RUE DES SABLES;54000;NANCY
FR;EUCX;UNIVERSITE DE LORRAINE;F  NANCY43;34 COURS LEOPOLD ; 54000;NANCY
FR;EUCX;INSTITUT DE FORMATION EN SOINS INFIRMIERS LIONNOIS NANCY;F  NANCY40;25-27 RUE LIONNOIS CO N°34;54035;NANCY CEDEX
FR;EUCP;LYCÉE FRÉDÉRIC CHOPIN;F  NANCY05;LYCÉE F. CHOPIN ESPALANADE JACQUES BAUDOT - CS 54238;54042;NANCY CEDEX
FR;EUCX;LAP E.GAUTIER RESSINS;F  LYON91;Ressins;42720;Nandax
FR;EUCX;UNIVERSITÉ PARIS OUEST NANTERRE LA DEFENSE;F  PARIS010;200 AVENUE DE LA RÉPUBLIQUE;92001;NANTERRE CEDEX
FR;EUCX;ECOLE CENTRALE DE NANTES ;F  NANTES07;1, rue de la Noe -  BP 92101;44321;NANTES
FR;EUCX;ECOLE NATIONALE SUPERIEURE DES MINES DE NANTES;F  NANTES37;4 rue Alfred Kastler - BP 20722 - ;44307;NANTES
FR;EUCX;L'ECOLE DE DESIGN NANTES ATLANTIQUE;F  NANTES43;Rue Christian Pauc BP 30607;44306 ;Nantes
FR;EUCX;LYCEE SACRE-COEUR;F  NANTES26;3, Rue Francis Portais;44100;NANTES
FR;EUCX;IDRAC NANTES;F  NANTES61;11 RUE DES SAUMONIERES;44300;NANTES
FR;EUCP;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE EUGÈNE LIVET;F  NANTES67;16 RUE DUFOUR BP94225;44042;NANTES CEDEX
FR;EUCX;UNIVERSITE DE NANTES ;F  NANTES01;1 quai de Tourville - BP 13522;44035;NANTES Cedex 1
FR;EUCX;ECOLE SUPÉRIEURE DES BEAUX ARTS DE NANTES METROPOLE                                                                  ;F  NANTES34;erban - Place Dulcie September - BP 20119;44001;NANTES CEDEX 1
FR;EUCX;E.N.S.E.C. ECOLE NANTAISE SUPERIEURE D'ENSEIGNEMENT COMMERCIAL;F  NANTES24;6 RUE CRÉBILLON BP 20306;44003;NANTES CEDEX 1
FR;EUCX;ENACOM Ecole Nantaise de Commerce;F  NANTES50;6 Rue Crebillon BP 20306;44003;NANTES CEDEX 1
FR;EUCX;LYCEE SAINT FELIX;F  NANTES49;27, rue du Ballet - BP 60105;44000;NANTES CEDEX 1
FR;EUCP;LYCEE PRIVE PROFESSIONNEL ET TECHNOLOGIQUE TALENSAC;F  NANTES25;18 RUE TALENSAC BP 10225;44002;NANTES CEDEX 1
FR;EUCP;LYCÉE SAINT JEAN BAPTISTE DE LA SALLE;F  NANTES62;14 RUE DU BALLET BP 61005;44010;NANTES CEDEX 1
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NANTES ;F  NANTES13;Rue Massenet;44319;NANTES CEDEX 3
